title,author,belongTo,id
久旱得雨,陳普,json/poet.song.243000.json,4e4ff8f8-9c69-5e73-a071-30e56474b08d
壽容山,陳普,json/poet.song.243000.json,349a5ddc-b316-58bc-824c-36425603c7c7
有感,陳普,json/poet.song.243000.json,62b80705-d522-557f-87a3-8747cc5bbc92
代壽德興尹,陳普,json/poet.song.243000.json,143d814a-43bc-5428-83f9-a3e3bde67793
天上碧桃,陳普,json/poet.song.243000.json,75e678aa-e93a-5514-a664-134fb21ebf49
夜臺,陳普,json/poet.song.243000.json,eb92ebe2-72bb-5307-974f-0511e09509a2
德陽林梅麓太守輓章,陳普,json/poet.song.243000.json,6b98595b-d1a7-5524-a061-65bc93fd06d4
輓平山菊澗  其一,陳普,json/poet.song.243000.json,5d4eaaa3-0b4f-568f-8971-d103b74adfa2
輓平山菊澗  其二,陳普,json/poet.song.243000.json,8d80b3b0-87aa-55ce-a554-cf52cd80edec
輓平山菊澗  其三,陳普,json/poet.song.243000.json,f21b629c-0e26-569c-a922-0ccd64f254d0
輓平山菊澗  其四,陳普,json/poet.song.243000.json,786887d7-f2fd-54d8-8fe0-c3fea5a68577
輓平山菊澗  其五,陳普,json/poet.song.243000.json,4b9ad8ea-ab40-5b03-8a8f-906beeecd52d
輓平山菊澗  其六,陳普,json/poet.song.243000.json,98e31b23-5515-54ce-97b2-c2bae376b243
凭闌  其一,陳普,json/poet.song.243000.json,004fe05f-1ed8-5d78-a00d-70c5a42aec06
凭闌  其二,陳普,json/poet.song.243000.json,f2d3f3a1-79f8-5d3b-97f4-5d823f383075
行藏,陳普,json/poet.song.243000.json,ab232a8f-7664-5909-9480-e5d38a3e1f12
感興,陳普,json/poet.song.243000.json,3cd6eb96-38f0-5faa-83f1-cf9137429d2c
讀書有感,陳普,json/poet.song.243000.json,66dd829e-36e9-5b61-858d-60367bdf23c3
憶昔,陳普,json/poet.song.243000.json,c5ab6dd0-e8c9-5c31-ab2e-90b6823a175e
出行,陳普,json/poet.song.243000.json,a03c493c-d46f-59fb-bde1-6fdb846649d5
積雨寫懷  其一,陳普,json/poet.song.243000.json,96ab8b4b-5eb1-5a6f-8db2-892fdb814a27
積雨寫懷  其二,陳普,json/poet.song.243000.json,865840f8-ccba-5331-8d02-37c9f23f6ca9
野燒,陳普,json/poet.song.243000.json,bcc4f2e9-d06a-54f6-8e8a-333d44287fbd
暮春始聞雷,陳普,json/poet.song.243000.json,5ae626e1-4f21-56b0-8545-d01bae5894ef
偶成呈純父,陳普,json/poet.song.243000.json,7a7cee85-e50e-5b62-b14a-7d72015aaa0e
范雎蔡澤,陳普,json/poet.song.243000.json,8cf13f14-11b9-552e-9e4a-5b7b1d226e70
謝天爵惠詩和韻,陳普,json/poet.song.243000.json,3cf78ba8-10a3-5ad8-ac38-4397f31531e6
福城無雪然人物與洛城一也,陳普,json/poet.song.243000.json,23750deb-af14-5866-b73d-1e167cc98363
謝岩上張伯春伯齊兄弟子姪惠生日詩,陳普,json/poet.song.243000.json,4d6c8b19-f737-58fe-8f68-0ee065e30f4e
