title,author,belongTo,belongToName,id
惜別行送林梅卿赴闕,黄公度,json/poet.song.117000.json,全宋词,0d1b336d-d7c0-5fdb-a349-68f40e14d0ab
送汪內相移鎮宣城,黄公度,json/poet.song.117000.json,全宋词,248bcf3f-54e2-5f0e-b0f2-6891335283e4
九日,黄公度,json/poet.song.117000.json,全宋词,559d3798-69bf-528c-83db-af2d2ba6cf3c
還家,黄公度,json/poet.song.117000.json,全宋词,66193ae6-e906-5276-87d9-3b8babbcbeb9
早發東城迓憲車,黄公度,json/poet.song.117000.json,全宋词,49ac6395-8a1f-5344-adb1-8ae35886e667
暮春宴東園方良翰有詩入夏追和,黄公度,json/poet.song.117000.json,全宋词,ae7bb582-b906-52e0-bd15-caa442c3e74a
自法石早歸,黄公度,json/poet.song.117000.json,全宋词,0006238d-743a-5e44-bdf0-eb9f56b94acf
和南安余宰題翠陰亭致爽軒二首  其一,黄公度,json/poet.song.117000.json,全宋词,2b3e5dd5-e03c-52a0-8047-58d39ce3ef94
和南安余宰題翠陰亭致爽軒二首  其二,黄公度,json/poet.song.117000.json,全宋词,8546568f-7546-5f4b-a427-422b9087fb84
癸亥秋行縣夜寓下生院倦甚慨然有歸歟之興戲用壁間韻以盟泉石,黄公度,json/poet.song.117000.json,全宋词,b1f8cc8b-2f56-5976-b36c-6986a14b78f0
晚泊同安林明府携酒相過戲集杜陵句爲醉歌行,黄公度,json/poet.song.117000.json,全宋词,280c1b5e-272a-50d7-9a18-533e6383f681
賀呂守用中,黄公度,json/poet.song.117000.json,全宋词,1dd0081c-d42f-526c-8e70-e804f96c7856
題定光寺,黄公度,json/poet.song.117000.json,全宋词,27cf32fd-d1b2-5571-90e9-7f86625ed076
思歸,黄公度,json/poet.song.117000.json,全宋词,d1755cf4-15c1-508d-a0de-744052918733
張雲翔采蘭堂,黄公度,json/poet.song.117000.json,全宋词,d21e5013-7c20-595f-a4ca-36ec86097fbd
次韻陳宜中携詩見訪,黄公度,json/poet.song.117000.json,全宋词,f14cab43-1479-5d54-b4bd-248ff40c9d8e
別方良翰,黄公度,json/poet.song.117000.json,全宋词,2d092702-40d4-578d-b90f-1a385f02a550
題詩口鋪,黄公度,json/poet.song.117000.json,全宋词,d9350578-32e2-5999-a090-636e5b29f995
過白衣莊,黄公度,json/poet.song.117000.json,全宋词,3aa76b86-9f31-53fb-959a-4c0bbe40934e
題化度寺竹間亭,黄公度,json/poet.song.117000.json,全宋词,724ee195-baaf-5756-9af6-5abd4c617411
行安溪道中,黄公度,json/poet.song.117000.json,全宋词,5fdb3bad-cb45-513e-b7b3-99d255d69394
道間即事,黄公度,json/poet.song.117000.json,全宋词,d67981ec-de24-5b07-9748-837ceb8071a9
別呂守三首  其一,黄公度,json/poet.song.117000.json,全宋词,1edf24a6-395a-5121-aeb1-74b1107fe91d
別呂守三首  其二,黄公度,json/poet.song.117000.json,全宋词,1c5b0b41-11bf-56dc-a0da-5cb688c5d878
別呂守三首  其三,黄公度,json/poet.song.117000.json,全宋词,c94d391b-d23f-5e7c-9ee8-a524b40b4149
白沙夜聞灘聲,黄公度,json/poet.song.117000.json,全宋词,1201ecda-61dd-5f84-b188-5b23cb773c8e
大水二首  其一,黄公度,json/poet.song.117000.json,全宋词,13edff9c-154d-592d-8e0b-c9370126299b
大水二首  其二,黄公度,json/poet.song.117000.json,全宋词,6783b1a0-6c00-5736-9cd9-d2dde2102687
題分水嶺兩絕  其一,黄公度,json/poet.song.117000.json,全宋词,b4592b7e-26d9-58df-ba6f-49d205f9a5b6
題分水嶺兩絕  其二,黄公度,json/poet.song.117000.json,全宋词,e037e647-1ddc-5a9d-9675-77b48c3fdcbc
題崇安驛,黄公度,json/poet.song.117000.json,全宋词,e4a2f2d2-a606-57ae-8cfe-67eebe563faa
題紫溪驛,黄公度,json/poet.song.117000.json,全宋词,ebb74ba0-cf18-5781-9346-ae92e62d3c22
至日戲題天福寺,黄公度,json/poet.song.117000.json,全宋词,e9d0333d-5f18-5c33-85f7-0e6d4c7b6866
至日題江山驛,黄公度,json/poet.song.117000.json,全宋词,ef6baf34-372d-5b00-aaa6-4bfb91d6a00b
上陸鹽生辰五首  其一,黄公度,json/poet.song.117000.json,全宋词,cd334cf0-516e-51c3-80cd-63a4531baf72
上陸鹽生辰五首  其二,黄公度,json/poet.song.117000.json,全宋词,2e29a137-c5bc-579f-8ebc-2601a4913164
上陸鹽生辰五首  其三,黄公度,json/poet.song.117000.json,全宋词,d44c4096-2523-5d15-ae0f-eff673c9de39
上陸鹽生辰五首  其四,黄公度,json/poet.song.117000.json,全宋词,c17f55da-c2db-501a-8d86-a9500caa8203
上陸鹽生辰五首  其五,黄公度,json/poet.song.117000.json,全宋词,26c424e2-f590-5833-8330-4d5a85dd6714
和泉上人,黄公度,json/poet.song.117000.json,全宋词,f8dfe2da-cf03-5bf2-b11a-1f7aac191a53
進元會詩,黄公度,json/poet.song.117000.json,全宋词,7ae78386-a857-5804-8c13-4ee13e8a55a3
除夜,黄公度,json/poet.song.117000.json,全宋词,64111b89-1575-540e-8f65-a60fdba3a919
元日次良翰韻,黄公度,json/poet.song.117000.json,全宋词,df072303-e503-583b-b0bd-b4458458aa6c
題方民瞻草堂,黄公度,json/poet.song.117000.json,全宋词,e3c14420-811d-5696-b701-1ab3568f79a2
和詠陳賢良華表,黄公度,json/poet.song.117000.json,全宋词,3622c492-1dfd-55ac-905d-5e675a825740
試院中蒙相君惠茶和錢教授韻,黄公度,json/poet.song.117000.json,全宋词,d829ed95-da17-54c8-b1f6-e5ec2f98122c
將放榜用錢韻,黄公度,json/poet.song.117000.json,全宋词,046b27cb-dcea-5d09-9ec8-b4cf9744c9c6
雨後陪省中諸公游竹閣,黄公度,json/poet.song.117000.json,全宋词,5b72f26c-2826-5e50-a191-9b7bb4885c90
將歸,黄公度,json/poet.song.117000.json,全宋词,c9cbc522-5259-5363-a6fc-d0c40c5707f0
離臨安,黄公度,json/poet.song.117000.json,全宋词,c78c8776-7a2f-5b71-8916-31d9c958c73e
題須江驛詩後,黄公度,json/poet.song.117000.json,全宋词,a8de2455-89c8-5cd4-983b-504e8d848e25
題白沙鋪,黄公度,json/poet.song.117000.json,全宋词,bbc92e03-d5bf-5372-9669-9d0e266020b0
和超然翁韻二首  其一,黄公度,json/poet.song.117000.json,全宋词,1632f501-bab4-5e5d-a5bd-daf723a5f674
和超然翁韻二首  其二,黄公度,json/poet.song.117000.json,全宋词,7f1787dc-67e0-51de-ae79-840b68886e00
不見,黄公度,json/poet.song.117000.json,全宋词,d20f50c3-9c8f-5b07-afdd-21aa48d980cd
御賜閣額二首  其一,黄公度,json/poet.song.117000.json,全宋词,80a8a2e7-d735-5a58-a9ac-96547b7cf042
御賜閣額二首  其二,黄公度,json/poet.song.117000.json,全宋词,47d8d6a0-62bc-5e4d-8baa-6fd75def118c
西湖會同年和巫子先韻,黄公度,json/poet.song.117000.json,全宋词,90ff7afc-e327-5c3e-becd-6357ee4c5b11
黄憲生朝三首  其一,黄公度,json/poet.song.117000.json,全宋词,16526028-00df-5976-9f7c-9c1157225866
黄憲生朝三首  其二,黄公度,json/poet.song.117000.json,全宋词,f017823b-b338-5658-96b4-5493e1dbe375
黄憲生朝三首  其三,黄公度,json/poet.song.117000.json,全宋词,c2a3f377-ec9e-5218-a947-305967d9ccc6
送陳應求赴官,黄公度,json/poet.song.117000.json,全宋词,af5044b8-867e-520b-b0b9-b88e2293f5a3
送弟士季赴永春,黄公度,json/poet.song.117000.json,全宋词,fc3c2996-d309-581b-bfac-4be7687e52c3
無題,黄公度,json/poet.song.117000.json,全宋词,768c6d3c-a772-51ec-8177-b962076da7f7
