title,author,belongTo,belongToName,id
投機頌,釋崇真,json/poet.song.74000.json,全宋词,19a029b8-51f7-543a-9176-c8b766303b18
頌,釋智,json/poet.song.74000.json,全宋词,3849c4f3-0aa0-5f4a-911a-e882934f071e
偈二首  其一,釋德週,json/poet.song.74000.json,全宋词,61d3889d-30bc-53d1-8a63-2f4b88db5256
偈二首  其二,釋德週,json/poet.song.74000.json,全宋词,4fe8c112-4f75-5273-9987-4d5e8d18561e
偈,釋子經,json/poet.song.74000.json,全宋词,1a776a87-15bf-502d-af03-3720bb58f159
偈,釋曇清,json/poet.song.74000.json,全宋词,b74333e2-ba96-5901-ad98-6765d2b5856e
偈三首  其一,釋儀,json/poet.song.74000.json,全宋词,5ce86427-2d52-5fc4-9a44-c467f6901b54
偈三首  其二,釋儀,json/poet.song.74000.json,全宋词,43d0bcdf-8c8d-558d-90c3-842570b7989b
偈三首  其三,釋儀,json/poet.song.74000.json,全宋词,055838e0-bd07-5faf-9c15-828b52a2f6c9
偈,釋辯,json/poet.song.74000.json,全宋词,590a936b-97ce-583b-a8e1-26700bc29d4a
偈,釋海評,json/poet.song.74000.json,全宋词,81ac3042-86a7-5020-bbce-01507b9db790
偈三首  其一,釋瑞仙,json/poet.song.74000.json,全宋词,5ec64c95-7595-5ef1-9af2-29a330f9b93b
偈三首  其二,釋瑞仙,json/poet.song.74000.json,全宋词,1b13e5dc-6516-5d22-b4c5-c73ea38e1139
偈三首  其三,釋瑞仙,json/poet.song.74000.json,全宋词,424707a7-2767-5ef0-ac8f-e21e1aa798c5
偈二首  其一,釋法清,json/poet.song.74000.json,全宋词,dc271992-117c-5c7c-850c-dffb4ca963e2
偈二首  其二,釋法清,json/poet.song.74000.json,全宋词,265a6ac2-1b21-5891-9337-0a052cff45f1
和馮濟川題枯髏圖,釋法清,json/poet.song.74000.json,全宋词,e1f0b469-d17a-50d2-9ef3-d3d6f99a12cd
偈,法因庵主,json/poet.song.74000.json,全宋词,f390d5bc-df2a-58c1-baa2-1a0818f3cf86
偈,釋圓慧,json/poet.song.74000.json,全宋词,c0f1d8b7-0431-5690-b809-2f7cb2e62836
偈,釋宗泰,json/poet.song.74000.json,全宋词,2f1141e7-ef11-5eb3-b580-e6cb9b12fd6e
題李伯時畫黄知命騎馿圖,邢居實,json/poet.song.74000.json,全宋词,eca0513d-4e93-5519-826f-ce38b277b74f
寄陳履常,邢居實,json/poet.song.74000.json,全宋词,f9171372-b5b6-5c64-b4ab-41265c3d6bdb
雨後出城馬上作,邢居實,json/poet.song.74000.json,全宋词,d681fcca-3ea6-53d6-b25e-3a0fd45e0042
秋風三疊寄秦少游  其一,邢居實,json/poet.song.74000.json,全宋词,eaed2329-a24f-5cfd-9607-afbb3a91c104
秋風三疊寄秦少游  其二,邢居實,json/poet.song.74000.json,全宋词,b0b36df4-1b1d-594b-a4ac-94a1940fe0e8
秋風三疊寄秦少游  其三,邢居實,json/poet.song.74000.json,全宋词,b39353c6-b2cf-50d5-9129-88113c4a2489
