title,author,belongTo,id
光上座廊下衆山五韻,李頎,json/poet.tang.6000.json,53480cb0-cdd6-5204-a0f6-329491806f96
九月九日劉十八東堂集,李頎,json/poet.tang.6000.json,d6aba71d-2a28-5589-b493-6846be096ee5
宋少府東谿泛舟,李頎,json/poet.tang.6000.json,b6a7ab04-81fa-5333-874e-6a9dfb802446
與諸公遊濟瀆泛舟,李頎,json/poet.tang.6000.json,5f9ac0e7-95e4-5a81-9346-74ea35ee84ff
送綦毋三謁房給事,李頎,json/poet.tang.6000.json,2e651c3e-705e-5513-9b32-783088e1cf22
送劉四,李頎,json/poet.tang.6000.json,c764ab05-9f0c-5dac-923d-09e4a4ca3b0c
送裴騰,李頎,json/poet.tang.6000.json,3d776dd0-9acb-5e14-a214-b7c74624838d
送司農崔丞,李頎,json/poet.tang.6000.json,a645315a-5311-5001-88f7-a5b369ff399f
送崔侍御赴京,李頎,json/poet.tang.6000.json,ccd38e3a-fe94-579d-8398-807cb1ad41bd
春送從叔遊襄陽,李頎,json/poet.tang.6000.json,2d8a4b38-1174-519e-97ab-fbbd3ffdcd75
贈別高三十五,李頎,json/poet.tang.6000.json,e352ac80-b601-5758-8da7-10098607d030
崔五宅送劉跂入京,李頎,json/poet.tang.6000.json,64dc5cfb-df60-5f62-bd4c-e67442d5053c
送馬錄事赴永陽,李頎,json/poet.tang.6000.json,93454b36-c6ca-55f7-a776-19281a405d40
臨別送張諲入蜀,李頎,json/poet.tang.6000.json,1eff890b-762d-5882-b7b6-af3dd3bc5910
送王昌齡,李頎,json/poet.tang.6000.json,726a5706-ec54-54c9-91f8-b49bebe88fac
留別王盧二拾遺,李頎,json/poet.tang.6000.json,33d0e1de-c6a6-5a95-a993-8658dc11d526
贈別穆元林,李頎,json/poet.tang.6000.json,39ffa580-e8e7-546c-90a9-d3808ae425a3
不調歸東川別業,李頎,json/poet.tang.6000.json,91c87d83-99b6-5c39-9181-b3c50d65557b
晚歸東園,李頎,json/poet.tang.6000.json,b5292441-1cfd-5018-a99c-6ca8a103b4a0
龍門西峰曉望劉十八不至,李頎,json/poet.tang.6000.json,52370dfb-eefe-5053-8dab-87ddf74f0768
裴尹東溪別業,李頎,json/poet.tang.6000.json,9d19581d-5453-5b08-b7e5-8eebcacff910
無盡上人東林禪居,李頎,json/poet.tang.6000.json,1bfe0049-d26a-5485-9c6a-f8e3df64e842
題綦毋校書別業,李頎,json/poet.tang.6000.json,04bd3084-636a-578b-8b53-ee4ac0539d01
題盧道士房,李頎,json/poet.tang.6000.json,02c4ee1a-17f7-5be4-a3ee-2c23b41df046
題神力師院,李頎,json/poet.tang.6000.json,f52c82a4-f9b0-5a58-b68b-9f4fae06bd23
題僧房雙桐,李頎,json/poet.tang.6000.json,1d87cd52-2066-5c70-8ff9-43ab19e28d42
粲公院各賦一物得初荷,李頎,json/poet.tang.6000.json,4d730939-5e04-5902-a48a-cdefe575084e
李兵曹壁畫山水各賦得桂水帆,李頎,json/poet.tang.6000.json,d2870d78-55eb-5a14-8b53-aaf4b6cf0b1c
題合歡,李頎,json/poet.tang.6000.json,9a18d9ec-1802-5e47-9d3a-f17eef4dc2df
古從軍行,李頎,json/poet.tang.6000.json,73bf39bb-f209-578a-af09-419d17488eda
行路難,李頎,json/poet.tang.6000.json,10629f38-0ce2-5d6c-b338-dddfaa66f491
緩歌行,李頎,json/poet.tang.6000.json,cef186cc-295f-5f27-9126-d5a0bdc5d2cd
琴歌,李頎,json/poet.tang.6000.json,e77ae45e-0f72-527f-9ed5-f4549e848ced
放歌行荅從弟墨卿,李頎,json/poet.tang.6000.json,8aded982-5d6c-5bee-9210-db3b434b6796
王母歌,李頎,json/poet.tang.6000.json,b6213a5d-8c38-56a6-944e-72ad7707043a
鮫人歌,李頎,json/poet.tang.6000.json,fb7d489c-9a5b-5842-a925-9e6af9f4b072
夏宴張兵曹東堂,李頎,json/poet.tang.6000.json,5817091a-074c-50c7-94b8-bca8a53fd1e0
同張員外諲詶荅之作,李頎,json/poet.tang.6000.json,768f0986-451e-5110-822a-2e4391ea3dde
欲之新鄉荅崔顥綦毋潛,李頎,json/poet.tang.6000.json,8adfff06-05fe-55da-b3bc-c09f64a9688b
荅高三十五留別便呈于十一,李頎,json/poet.tang.6000.json,51ce2811-b335-5787-819d-fdbf58ac6c57
送康洽入京進樂府歌,李頎,json/poet.tang.6000.json,4d7bad6b-e087-5430-ad2b-3d54c6d97c49
送劉十,李頎,json/poet.tang.6000.json,c591a8ed-1114-5fda-9580-7ea7e3e98985
送王道士還山,李頎,json/poet.tang.6000.json,58c6eb39-1384-571c-9140-b3a92cb1bf91
別梁鍠,李頎,json/poet.tang.6000.json,0de6c088-e33b-5542-aaa8-9a02ab2ff41a
送從弟遊江淮兼謁鄱陽劉太守,李頎,json/poet.tang.6000.json,d33cba3a-441b-5b93-8c3d-86e3fd1d01d5
雙笋歌送李回兼呈劉四,李頎,json/poet.tang.6000.json,9738bf4f-dcba-52ee-be26-d22229cd6f09
送劉四赴夏縣,李頎,json/poet.tang.6000.json,c113f025-1e4b-57f1-9d4b-7ed6c99b2b1f
少室雪晴送王寧,李頎,json/poet.tang.6000.json,58ae411e-c8bb-5e0c-b5dc-da2fa23cc569
送陳章甫,李頎,json/poet.tang.6000.json,71cfcf0a-9983-55ca-9bd6-be849672601f
聽安萬善吹觱篥歌,李頎,json/poet.tang.6000.json,e8ab084d-2680-5924-a387-873f7f39c254
魏倉曹東堂檉樹,李頎,json/poet.tang.6000.json,47e30d64-2998-5f7e-af5f-a3f97538a150
照公院雙橙,李頎,json/poet.tang.6000.json,2326f58b-bfe8-5106-b144-398511695342
愛敬寺古藤歌,李頎,json/poet.tang.6000.json,4ea90a97-c833-549d-8f3a-71dd9ddb434f
崔五六圖屏風各賦一物得烏孫佩刀,李頎,json/poet.tang.6000.json,886a11c4-900c-5803-a69a-60c8806d6dca
古意,李頎,json/poet.tang.6000.json,330d1317-6ccc-5c8d-9766-37dcabe00c6e
采蓮,李頎,json/poet.tang.6000.json,9ed20ec2-7716-512b-9099-9d6ae736b906
雜興,李頎,json/poet.tang.6000.json,d9989ea2-e57a-5a30-b8ec-6716544e0516
絕纓歌,李頎,json/poet.tang.6000.json,4e7a7a5d-a7dd-58b9-a006-b6b2ba27d3de
鄭櫻桃歌,李頎,json/poet.tang.6000.json,13dbed18-b44a-514a-b91e-0f48b470c60a
送劉昱,李頎,json/poet.tang.6000.json,2b77b6b0-34f4-57ea-b245-b7d689d47770
送郝判官,李頎,json/poet.tang.6000.json,17df2d97-ef08-5b94-bd46-de297583ced7
送劉方平,李頎,json/poet.tang.6000.json,32369062-501c-50c4-b3b1-0d521b605d7e
聽董大彈胡笳聲兼寄語弄房給事,李頎,json/poet.tang.6000.json,5d0f6afd-3ef7-5f9c-91fa-3a5d1b496f94
彈棋歌,李頎,json/poet.tang.6000.json,f80081ff-70cb-5f97-a939-74eea0445fee
送山陰姚丞攜妓之任兼寄蘇少府,李頎,json/poet.tang.6000.json,20339d62-b65e-5fc3-92ed-c795d0eac38f
塞下曲,李頎,json/poet.tang.6000.json,ef7b9f41-c2c6-539a-a9e6-b2ae806a841a
寄鏡湖朱處士,李頎,json/poet.tang.6000.json,afad6a23-734f-500c-a7ec-956d9c2e8677
宴陳十六樓,李頎,json/poet.tang.6000.json,c68e13cb-59bc-552c-bb1b-5d95191432b7
送相里造入京,李頎,json/poet.tang.6000.json,2e7f9b69-5fb0-5acb-be81-33e48694e7b9
送錢子入京,李頎,json/poet.tang.6000.json,be269653-cdd1-54fc-bfa1-3119de6fd326
送綦毋三寺中賦得紗燈,李頎,json/poet.tang.6000.json,1838c8a8-a119-5c7c-afd3-3204b40da22d
送人尉閩中,李頎,json/poet.tang.6000.json,2501c41b-479f-53e0-b79e-49f6d6fdee0e
送人歸沔南,李頎,json/poet.tang.6000.json,6cc2d33a-7c2c-537a-bd6a-a49d2c34c4a9
