title,author,belongTo,belongToName,id
德慶范監州以子石硯寵假雖小而奇戲作  其二,張孝祥,json/poet.song.149000.json,全宋词,b17cba49-2d62-5dc2-ae74-01e4b25ef9af
以水仙花供都運判院  其一,張孝祥,json/poet.song.149000.json,全宋词,5a629388-76b3-556c-a698-e9eb905fc674
以水仙花供都運判院  其二,張孝祥,json/poet.song.149000.json,全宋词,8e20399e-0f38-59bf-9cb9-94f28f1e813d
再和  其一,張孝祥,json/poet.song.149000.json,全宋词,4a0b6367-da85-565a-9b8a-52a74b5818d7
再和  其二,張孝祥,json/poet.song.149000.json,全宋词,0888ad01-4d00-5d64-aade-53bfe2da031b
和仲欽題粉巖,張孝祥,json/poet.song.149000.json,全宋词,17a8cd9a-bd82-5230-89ff-1512dafa083e
仲欽寄民爲重齋詩和答  其一,張孝祥,json/poet.song.149000.json,全宋词,3891f687-2569-517b-b38a-0b802088d17a
仲欽寄民爲重齋詩和答  其二,張孝祥,json/poet.song.149000.json,全宋词,d4a8d953-99e2-54b7-84c5-b164f6462909
仲欽寄民爲重齋詩和答  其三,張孝祥,json/poet.song.149000.json,全宋词,3e43a05f-490e-5719-9c6b-6f0f0e4b85f3
仲欽寄民爲重齋詩和答  其四,張孝祥,json/poet.song.149000.json,全宋词,74a1ebe4-202f-5dac-b649-827607056988
仲欽寄民爲重齋詩和答  其五,張孝祥,json/poet.song.149000.json,全宋词,e990c5d9-f211-5287-94fa-8c2dd80a7aee
贈珪老求竹,張孝祥,json/poet.song.149000.json,全宋词,9bb67282-a38a-592d-b046-01e28a83774d
偶得四月菊以奉提刑運使  其一,張孝祥,json/poet.song.149000.json,全宋词,71799531-07d3-567e-8806-969bb038f8a3
偶得四月菊以奉提刑運使  其二,張孝祥,json/poet.song.149000.json,全宋词,91aea45b-3eb3-50bc-887d-f0c56b8836d6
偶得新茶獻提刑丈既壽北堂太夫人亦可助齊眉之餉也,張孝祥,json/poet.song.149000.json,全宋词,80b97a6d-9aea-55e0-8de5-30305caf2c3e
